academic_id,daily_study_hours,academic_pressure_score,attendance_percentage,cgpa
A-174585,5.5,8,0.7,9.39
A-174587,5.5,8,0.8,8.4
A-174608,5.5,8,0.922,6.35
A-174629,5.5,8,0.914,4.55
A-174634,5.5,8,0.791,9.37
A-174638,5.5,8,0.595,7.29
A-174639,5.5,8,0.573,4.87
A-174695,5.5,8,0.97,5.76
A-174710,5.5,8,0.967,6.65
A-174714,5.5,8,0.701,6.31
A-174715,5.5,8,0.552,8.21
A-174745,5.5,8,0.549,7.85
A-174747,5.5,8,0.647,4.79
A-174764,5.5,8,0.952,4.39
A-174767,5.5,8,0.775,8.12
A-174774,5.5,8,0.671,5.31
A-174777,5.5,8,0.737,6.99
A-174778,5.5,8,0.779,9.29
A-174808,5.5,8,0.994,7.99
A-174816,5.5,8,0.811,7.09
A-174822,5.5,8,0.932,6.43
A-174852,5.5,8,0.927,4.15
A-174856,5.5,8,0.927,5.03
A-174857,5.5,8,0.894,9.2
A-174860,5.5,8,0.967,6.82
A-174869,5.5,8,0.751,8.66
A-174870,5.5,8,0.7,4.08
A-174874,5.5,8,0.957,4.3
A-174885,5.5,8,0.666,7.15
A-174906,5.5,8,0.806,5.28
A-174921,5.5,8,0.912,8.65
A-174923,5.5,8,0.967,9.58
A-174942,5.5,8,0.881,4.25
A-174949,5.5,8,0.692,8.49
A-174960,5.5,8,0.927,8.3
A-174963,5.5,8,0.547,5.91
A-174972,5.5,8,0.759,4.32
A-174977,5.5,8,0.629,5.96
A-174999,5.5,8,0.585,9.18
A-175005,5.5,8,0.747,4.12
A-175020,5.5,8,0.694,7.49
A-175027,5.5,8,0.974,9.8
A-175030,5.5,8,0.869,7.35
A-175056,5.5,8,0.807,4.39
A-175058,5.5,8,0.654,8.86
A-175073,5.5,8,0.691,5.63
A-175074,5.5,8,0.515,6.9
A-175088,5.5,8,0.89,7.71
A-175090,5.5,8,0.837,6.15
A-175101,5.5,8,0.765,8.15
A-175116,5.5,8,0.56,8.49
A-175118,5.5,8,0.549,6.27
A-175123,5.5,8,0.814,8.69
A-175130,5.5,8,0.54,4.91
A-175134,5.5,8,0.556,9.66
A-175140,5.5,8,0.74,9.52
A-175148,5.5,8,0.599,9.22
A-175157,5.5,8,0.637,5.68
A-175163,5.5,8,0.589,9.13
A-175170,5.5,8,0.73,9.88
A-175184,5.5,8,0.575,6.06
A-175186,5.5,8,0.762,4.18
A-175192,5.5,8,0.697,7.93
A-175202,5.5,8,0.917,8.66
A-175203,5.5,8,0.61,6.99
A-175214,5.5,8,0.543,5.66
A-175218,5.5,8,0.748,8.42
A-175221,5.5,8,0.767,9.67
A-175224,5.5,8,0.912,7.28
A-175229,5.5,8,0.527,7.56
A-175289,5.5,8,0.724,9.87
A-175297,5.5,8,0.997,5.17
A-175303,5.5,8,0.84,9.39
A-175308,5.5,8,0.704,6.1
A-175309,5.5,8,0.763,9.48
A-175312,5.5,8,0.915,4.15
A-175326,5.5,8,0.582,7.81
A-175339,5.5,8,0.67,8.88
A-175345,5.5,8,0.71,9.86
A-175353,5.5,8,0.882,4.18
A-175357,5.5,8,0.893,6.97
A-175369,5.5,8,0.68,7.3
A-175382,5.5,8,0.51,7.74
A-175389,5.5,8,0.652,6.07
A-175398,5.5,8,0.68,5.94
A-175399,5.5,8,0.556,8.39
A-175408,5.5,8,0.769,7.72
A-175420,5.5,8,0.565,8.47
A-175429,5.5,8,0.818,9.28
A-175430,5.5,8,0.539,8.73
A-175473,5.5,8,0.958,4.55
A-175474,5.5,8,0.631,6.08
A-175479,5.5,8,0.663,9.35
A-175480,5.5,8,0.643,6.56
A-175488,5.5,8,0.651,8.2
A-175491,5.5,8,0.699,4.18
A-175492,5.5,8,0.843,9.28
A-175498,5.5,8,0.56,5.12
A-175525,5.5,8,0.75,4.96
A-175547,5.5,8,0.69,8.86
A-175548,5.5,8,0.748,5.73
A-175551,5.5,8,0.686,6.7
A-175552,5.5,8,0.841,9.52
A-175564,5.5,8,0.862,4.4
A-175566,5.5,8,0.827,9.17
A-175572,5.5,8,0.533,8.32
A-175582,5.5,8,0.548,5.5
A-175588,5.5,8,0.524,7.44
A-175593,5.5,8,0.829,9.92
A-175598,5.5,8,0.606,8.73
A-175601,5.5,8,0.587,4.46
A-175611,5.5,8,0.546,9.38
A-175616,5.5,8,0.81,6.5
A-175636,5.5,8,0.964,8.09
A-175637,5.5,8,0.952,8.29
A-175644,5.5,8,0.941,7.51
A-175645,5.5,8,0.629,6.6
A-175670,5.5,8,0.611,6.04
A-175675,5.5,8,0.673,5.1
A-175690,5.5,8,0.898,5.03
A-175694,5.5,8,0.877,5.77
A-175700,5.5,8,0.803,4.06
A-175709,5.5,8,0.961,9.92
A-175711,5.5,8,0.56,9.48
A-165518,5,7,0.693,8.18
A-165529,5,7,0.786,8.26
A-165546,5,7,0.573,4.31
A-165554,5,7,0.579,4.6
A-165557,5,7,0.825,8.11
A-165559,5,7,0.557,9.94
A-165585,5,7,0.574,6.88
A-165588,5,7,0.611,4.25
A-165594,5,7,0.903,9.48
A-165601,5,7,0.924,8.07
A-165625,5,7,0.902,8.45
A-165628,5,7,0.803,8.35
A-165648,5,7,0.925,6.56
A-165674,5,7,0.772,4.05
A-165675,5,7,0.964,5.04
A-165676,5,7,0.949,4.78
A-165684,5,7,0.866,7.33
A-165688,5,7,0.689,7.7
A-165735,5,7,0.891,7.88
A-165736,5,7,0.855,4.9
A-165738,5,7,0.762,4.39
A-165766,5,7,0.636,5.38
A-165767,5,7,0.607,9.39
A-165783,5,7,0.963,9.49
A-165801,5,7,0.637,8.54
A-165810,5,7,0.94,6.01
A-165811,5,7,0.588,9.65
A-165813,5,7,0.602,9.9
A-165815,5,7,0.742,6.82
A-165827,5,7,0.532,4.03
A-165833,5,7,0.76,7.12
A-165836,5,7,0.832,9.42
A-165878,5,7,0.904,8.14
A-165881,5,7,0.555,9.09
A-165886,5,7,0.651,9.31
A-165903,5,7,0.756,7.58
A-165930,5,7,0.711,7.15
A-165934,5,7,0.968,6.17
A-165937,5,7,0.973,5
A-165941,5,7,0.621,9.33
A-165946,5,7,0.531,5.99
A-165952,5,7,0.975,7.53
A-165969,5,7,0.596,8.19
A-165977,5,7,0.89,4.62
A-165983,5,7,0.972,8.63
A-166007,5,7,0.718,6.04
A-166011,5,7,0.968,8.96
A-166027,5,7,0.736,4.36
A-166045,5,7,0.866,6.06
A-166053,5,7,0.515,8.21
A-166062,5,7,0.742,7.67
A-166072,5,7,0.905,5.78
A-166074,5,7,0.553,4.63
A-166085,5,7,0.704,9.97
A-166091,5,7,0.592,9.77
A-166095,5,7,0.789,6.54
A-166111,5,7,0.907,9.22
A-166132,5,7,0.651,8.67
A-166134,5,7,0.569,8.75
A-166139,5,7,0.847,5.7
A-166140,5,7,0.669,5.44
A-166147,5,7,0.62,5.14
A-166155,5,7,0.518,4.93
A-166158,5,7,0.662,4.08
A-166163,5,7,0.651,7.56
A-166167,5,7,0.891,5.88
A-166168,5,7,0.868,8.62
A-166173,5,7,0.92,7.26
A-166179,5,7,0.549,4.68
A-166187,5,7,0.612,4.69
A-166195,5,7,0.953,9.29
A-166200,5,7,0.861,6.74
A-166204,5,7,0.806,6.39
A-166212,5,7,0.933,8.93
A-166214,5,7,0.84,8.86
A-166224,5,7,0.562,9.36
A-166225,5,7,0.973,5.53
A-166234,5,7,0.835,8.23
A-166236,5,7,0.891,5.77
A-166237,5,7,0.945,4.13
A-166238,5,7,0.797,6.47
A-166240,5,7,0.52,7.97
A-166245,5,7,0.674,5.49
A-166265,5,7,0.884,7.81
A-166268,5,7,0.695,6.79
A-166270,5,7,0.662,6.83
A-166276,5,7,0.819,9.4
A-166286,5,7,0.707,8.28
A-166287,5,7,0.992,5.59
A-166299,5,7,0.969,8.37
A-166306,5,7,0.798,4.89
A-166308,5,7,0.661,5.84
A-166313,5,7,0.555,9.21
A-166318,5,7,0.818,6.87
A-166323,5,7,0.817,9.42
A-166328,5,7,0.64,6.5
A-166332,5,7,0.857,9.94
A-166337,5,7,0.944,8.18
A-166366,5,7,0.514,4.52
A-166369,5,7,0.913,7.23
A-166389,5,7,0.572,9.98
A-166401,5,7,0.771,7.19
A-166413,5,7,0.936,7.12
A-166440,5,7,0.62,4.05
A-166453,5,7,0.895,7.97
A-166455,5,7,0.533,9.71
A-166461,5,7,0.92,5.87
A-166470,5,7,0.865,8.03
A-166474,5,7,0.72,8.86
A-166475,5,7,0.759,6.79
A-166479,5,7,0.554,8.06
A-166480,5,7,0.689,9.89
A-166481,5,7,0.537,6
A-166484,5,7,0.628,7.26
A-166498,5,7,0.741,5.83
A-166500,5,7,0.915,6.63
A-166519,5,7,0.725,5.62
A-166532,5,7,0.698,5.5
A-166542,5,7,0.639,6.87
A-166547,5,7,0.673,8.34
A-166552,5,7,0.654,4
A-166595,5,7,0.785,6.45
A-166597,5,7,0.639,4.78
A-166612,5,7,0.824,8.63
A-166629,5,7,0.662,7.81
A-166630,5,7,0.506,5.69
A-166658,5,7,0.507,6.05
A-166673,5,7,0.736,6.18
A-166691,5,7,0.65,6.59
A-166692,5,7,0.987,8.31
A-166696,5,7,0.647,7.49
A-166701,5,7,0.506,4.63
A-166708,5,7,0.871,6.57
A-166710,5,7,0.694,8.86
A-166715,5,7,0.622,8.33
A-166743,5,7,0.84,6.59
A-166745,5,7,0.771,7.34
A-166746,5,7,0.966,5.05
A-166763,5,7,0.881,5.47
A-166769,5,7,0.561,5.97
A-166772,5,7,0.743,8.25
A-166773,5,7,0.792,8.99
A-166776,5,7,0.903,4.05
A-166786,5,7,0.733,9.16
A-166790,5,7,0.547,4.68
A-166793,5,7,0.562,9.89
A-166794,5,7,0.678,7.54
A-166799,5,7,0.539,5.25
A-166805,5,7,0.864,8.44
A-166809,5,7,0.634,4.86
A-166822,5,7,0.737,9.12
A-166831,5,7,0.609,6.1
A-166837,5,7,0.806,9.63
A-166842,5,7,0.848,5.01
A-166865,5,7,0.664,4.8
A-166870,5,7,0.843,8.46
A-166873,5,7,0.727,4.49
A-166883,5,7,0.838,5.78
A-166885,5,7,0.949,7.02
A-166889,5,7,0.512,5.95
A-166890,5,7,0.864,9.83
A-166906,5,7,0.616,7.14
A-166910,5,7,0.903,8.05
A-166936,5,7,0.702,6.91
A-166937,5,7,0.691,9.65
A-166939,5,7,0.9,9.68
A-166960,5,7,0.897,7.64
A-166961,5,7,0.963,6.61
A-166972,5,7,0.817,9.63
A-166978,5,7,0.537,6.87
A-166984,5,7,0.605,4.87
A-166999,5,7,0.648,8.86
A-167010,5,7,0.527,8.66
A-167013,5,7,0.922,4.74
A-167014,5,7,0.853,8.47
A-167029,5,7,0.772,9.28
A-167056,5,7,0.664,4.59
A-167073,5,7,0.887,9.36
A-167074,5,7,0.722,9.75
A-167085,5,7,0.933,4.12
A-167087,5,7,0.713,8.31
A-167097,5,7,0.671,9.92
A-167107,5,7,0.732,6.95
A-167128,5,7,0.879,9.22
A-167130,5,7,0.857,7.29
A-167131,5,7,0.968,8.99
A-167133,5,7,0.971,9.09
A-167134,5,7,0.671,5.56
A-167140,5,7,0.881,5.94
A-167145,5,7,0.718,6.95
A-167153,5,7,0.937,7.88
A-167181,5,7,0.608,5.3
A-167187,5,7,0.841,9.33
A-167199,5,7,0.645,8.16
A-167212,5,7,0.839,5.52
A-167214,5,7,0.535,6.38
A-167221,5,7,0.766,4.37
A-167226,5,7,0.869,8.02
A-167227,5,7,0.903,7.3
A-167232,5,7,0.785,9.74
A-172278,5.4,7,0.708,9.58
A-172284,5.4,7,0.679,7.22
A-172297,5.4,7,0.703,7.03
A-172311,5.4,7,0.851,7.07
A-172317,5.4,7,0.857,8.23
A-172334,5.4,7,0.505,8.98
A-172336,5.4,7,0.627,4.24
A-172349,5.4,7,0.922,6.87
A-172357,5.4,7,0.601,9.82
A-172360,5.4,7,0.526,8.73
A-172366,5.4,7,0.634,6.53
A-172379,5.4,7,0.594,8.87
A-172381,5.4,7,0.583,5.48
A-172386,5.4,7,0.787,5.46
A-172392,5.4,7,0.977,4.01
A-172400,5.4,7,0.848,9.17
A-172401,5.4,7,0.695,9.58
A-172410,5.4,7,0.532,4.61
A-172423,5.4,7,0.656,4.3
A-172426,5.4,7,0.514,5.42
A-172433,5.4,7,0.534,8.61
A-172435,5.4,7,0.718,4.68
A-172437,5.4,7,0.73,6.46
A-172446,5.4,7,0.524,4.17
A-172452,5.4,7,0.635,5.34
A-172453,5.4,7,0.751,9.71
A-172482,5.4,7,0.912,5.56
A-172484,5.4,7,0.917,7.98
A-172501,5.4,7,0.575,4.36
A-172529,5.4,7,0.552,8.43
A-172536,5.4,7,0.657,7.09
A-172538,5.4,7,0.991,9.79
A-172565,5.4,7,0.795,9.77
A-172570,5.4,7,0.629,9.92
A-172575,5.4,7,0.702,7.4
A-172577,5.4,7,0.66,5.97
A-172580,5.4,7,0.65,8.66
A-172601,5.4,7,0.636,4
A-172618,5.4,7,0.701,5.19
A-172623,5.4,7,0.673,7.11
A-172628,5.4,7,0.578,7.05
A-172642,5.4,7,0.538,6.99
A-172655,5.4,7,0.513,7.92
A-172672,5.4,7,0.672,5.42
A-172689,5.4,7,0.968,5.43
A-172691,5.4,7,0.812,6.89
A-172715,5.4,7,0.632,9.27
A-172726,5.4,7,0.884,8.02
A-172728,5.4,7,0.575,8.93
A-172736,5.4,7,0.654,9.03
A-172749,5.4,7,0.798,7.17
A-172762,5.4,7,0.844,4.95
A-172764,5.4,7,0.775,6.81
A-172786,5.4,7,0.919,6.44
A-172790,5.4,7,0.637,4
A-172801,5.4,7,0.827,6.69
A-172812,5.4,7,0.661,9.49
A-172814,5.4,7,0.55,9.68
A-172822,5.4,7,0.943,9.89
A-172829,5.4,7,0.89,9.62
A-172830,5.4,7,0.595,5.73
A-172836,5.4,7,0.755,4.66
A-172853,5.4,7,0.523,6.35
A-172857,5.4,7,0.586,7.02
A-172863,5.4,7,0.786,5.92
A-172871,5.4,7,0.753,9.15
A-172875,5.4,7,0.91,5.79
A-172877,5.4,7,0.736,7.28
A-172878,5.4,7,0.523,9.74
A-172880,5.4,7,0.808,6.9
A-172887,5.4,7,0.538,9.81
A-172895,5.4,7,0.778,8.15
A-172896,5.4,7,0.932,6.91
A-172936,5.4,7,0.561,4.87
A-172957,5.4,7,0.621,5.55
A-172973,5.4,7,0.53,7.25
A-172975,5.4,7,0.774,6.55
A-172987,5.4,7,0.777,9.3
A-173002,5.4,7,0.596,9.93
A-173026,5.4,7,0.678,4.42
A-173029,5.4,7,0.735,9.22
A-173033,5.4,7,0.784,7.74
A-173034,5.4,7,0.631,7.03
A-173039,5.4,7,0.777,7.2
A-173045,5.4,7,0.933,4.11
A-173048,5.4,7,0.564,6.18
A-173067,5.4,7,0.798,6.86
A-173095,5.4,7,0.994,5.14
A-173096,5.4,7,0.957,7.19
A-173101,5.4,7,0.656,6.8
A-173133,5.4,7,0.592,8.69
A-173134,5.4,7,0.54,5.15
A-173140,5.4,7,0.632,4.45
A-173144,5.4,7,0.896,8.27
A-173157,5.4,7,0.787,4.28
A-173160,5.4,7,0.711,7.19
A-173171,5.4,7,0.689,9.03
A-173173,5.4,7,0.649,8.6
A-173176,5.4,7,0.5,8.56
A-173181,5.4,7,0.976,9.03
A-173184,5.4,7,0.733,8.84
A-173186,5.4,7,0.546,9.83
A-173187,5.4,7,0.736,5.93
A-173191,5.4,7,0.832,6.56
A-173195,5.4,7,0.618,9.59
A-173196,5.4,7,0.943,5.38
A-173205,5.4,7,0.512,9.15
A-173215,5.4,7,0.628,6.85
A-173218,5.4,7,0.851,8.62
A-173227,5.4,7,0.568,4.25
A-173228,5.4,7,0.901,7.09
A-173230,5.4,7,0.561,9.55
A-173231,5.4,7,0.885,4.18
A-173237,5.4,7,0.566,7.34
A-173247,5.4,7,0.679,9.81
A-173257,5.4,7,0.884,6.9
A-173259,5.4,7,0.747,6.43
A-173268,5.4,7,0.946,8.77
A-173270,5.4,7,0.875,7.92
A-173272,5.4,7,0.927,8.07
A-173274,5.4,7,0.562,9.81
A-173282,5.4,7,0.83,5.08
A-173289,5.4,7,0.883,5.6
A-173293,5.4,7,0.735,4.44
A-173294,5.4,7,0.753,8.4
A-173299,5.4,7,0.645,9.51
A-173305,5.4,7,0.584,4.98
A-173334,5.4,7,0.932,6.45
A-173337,5.4,7,0.914,7.61
A-173352,5.4,7,0.892,7.46
A-173361,5.4,7,0.998,5.72
A-173362,5.4,7,0.645,7.07
A-173371,5.4,7,0.949,7.68
A-173372,5.4,7,0.961,8.89
A-173381,5.4,7,0.505,7.06
A-173386,5.4,7,0.573,9.71
A-173391,5.4,7,0.907,4.71
A-173392,5.4,7,0.953,9.26
A-173394,5.4,7,0.729,8.53
A-173399,5.4,7,0.708,9.29
A-173414,5.4,7,0.576,9.09
A-173426,5.4,7,0.571,7.65
A-173428,5.4,7,0.767,9
A-173449,5.4,7,0.804,9.41
A-173454,5.4,7,0.656,8.36
A-173457,5.4,7,0.867,4.74
A-173463,5.4,7,0.915,4.72
A-173476,5.4,7,0.585,4.88
A-173478,5.4,7,0.549,7.95
A-173490,5.4,7,0.841,7.83
A-173495,5.4,7,0.525,5.68
A-173497,5.4,7,0.837,4.36
A-173500,5.4,7,0.935,7.27
A-173512,5.4,7,0.906,6.57
A-173528,5.4,7,0.799,4.51
A-173546,5.4,7,0.99,4.19
A-173549,5.4,7,0.994,9.99
A-173552,5.4,7,0.656,6.81
A-173554,5.4,7,0.583,7.9
A-173557,5.4,7,0.705,5.01
A-173558,5.4,7,0.881,9.57
A-173567,5.4,7,0.882,6.83
A-173568,5.4,7,0.782,9.04
A-173591,5.4,7,0.588,8.36
A-173592,5.4,7,0.773,8.26
A-173594,5.4,7,0.679,8.62
A-173611,5.4,7,0.755,5.59
A-173612,5.4,7,0.974,4.4
A-173616,5.4,7,0.999,6.08
A-173622,5.4,7,0.595,6.84
A-173623,5.4,7,0.852,4.85
A-173633,5.4,7,0.753,6.79
A-173654,5.4,7,0.687,6.58
A-173670,5.4,7,0.843,9.15
A-173674,5.4,7,0.698,6.96
A-173676,5.4,7,0.761,10
A-173678,5.4,7,0.676,6.09
A-173707,5.4,7,0.826,7.92
A-173712,5.4,7,0.834,8.94
A-173716,5.4,7,0.714,4.35
A-173742,5.4,7,0.898,4.59
A-173753,5.4,7,0.885,8.29
A-173757,5.4,7,0.981,7.43
A-173762,5.4,7,0.73,7.28
A-173774,5.4,7,0.749,9.14
A-173799,5.4,7,0.584,9.01
A-173813,5.4,7,0.938,9.11
A-173840,5.4,7,1,8.94
A-173842,5.4,7,0.699,9.32
A-173849,5.4,7,0.846,9.38
A-173854,5.4,7,0.651,5.13
A-173858,5.4,7,0.783,9.65
A-173863,5.4,7,0.736,8.27
A-173884,5.4,7,0.666,8.04
A-173889,5.4,7,0.583,8.32
A-173926,5.4,7,0.55,7.86
A-173932,5.4,7,0.553,8.8
A-173939,5.4,7,0.613,6.22
A-173949,5.4,7,0.659,6.93
A-173952,5.4,7,0.735,4.07
A-155468,4.4,7,0.919,4.13
A-155471,4.4,7,0.975,8.97
A-155491,4.4,7,0.781,6.76
A-155516,4.4,7,0.643,9.47
A-155521,4.4,7,0.907,6.39
A-155544,4.4,7,0.623,7.82
A-155546,4.4,7,0.709,7.14
A-155550,4.4,7,0.831,5.32
A-155552,4.4,7,0.968,9.31
A-155553,4.4,7,0.632,8.36
A-155580,4.4,7,0.677,6.71
A-155588,4.4,7,0.659,7.6
A-155595,4.4,7,0.797,9.52
A-155613,4.4,7,0.802,5.13
A-155615,4.4,7,0.502,5.51
A-155616,4.4,7,0.864,9.66
A-155618,4.4,7,0.921,4.22
A-155630,4.4,7,0.878,5.71
A-155635,4.4,7,0.626,5.28
A-155659,4.4,7,0.965,8.12
A-155678,4.4,7,0.583,8.81
A-155705,4.4,7,0.989,7.76
A-155714,4.4,7,0.816,8.51
A-155716,4.4,7,0.821,9.49
A-155723,4.4,7,0.957,8.78
A-155729,4.4,7,0.579,4.45
A-155730,4.4,7,0.748,6.68
A-155746,4.4,7,0.81,5.65
A-155754,4.4,7,0.801,6.04
A-155757,4.4,7,0.795,7.45
A-155760,4.4,7,0.703,7.49
A-155765,4.4,7,0.723,5.07
A-155775,4.4,7,0.942,7.12
A-155778,4.4,7,0.544,6.68
A-155790,4.4,7,0.908,6.45
A-155800,4.4,7,0.959,7.32
A-155801,4.4,7,0.87,4.77
A-155805,4.4,7,0.894,6.42
A-155811,4.4,7,0.9,5.83
A-155812,4.4,7,0.94,5.38
A-155816,4.4,7,0.763,5.47
A-155827,4.4,7,0.595,8.61
A-155828,4.4,7,0.832,7.4
A-155837,4.4,7,0.982,7.61
A-155843,4.4,7,0.506,4.11
A-155844,4.4,7,0.946,5.33
A-155852,4.4,7,0.787,6.08
A-155856,4.4,7,0.948,5.28
A-155865,4.4,7,0.908,6.97
A-155873,4.4,7,0.777,6.78
A-155888,4.4,7,0.941,6.49
A-155896,4.4,7,0.621,7.26
A-155902,4.4,7,0.983,4.8
A-155908,4.4,7,0.825,5.97
A-155910,4.4,7,0.558,7.81
A-155911,4.4,7,0.743,8.66
A-155933,4.4,7,0.986,4.38
A-155934,4.4,7,0.822,9.43
A-155941,4.4,7,0.63,9.69
A-155944,4.4,7,0.876,9.35
A-155947,4.4,7,0.57,6.38
A-155954,4.4,7,0.584,6.56
A-155960,4.4,7,0.928,8.42
A-155965,4.4,7,0.962,8.52
A-155990,4.4,7,0.83,5.95
A-156037,4.4,7,0.732,5.79
A-156040,4.4,7,0.942,6.85
A-156048,4.4,7,0.946,7.19
A-156049,4.4,7,0.554,9.28
A-156064,4.4,7,0.608,5.45
A-156070,4.4,7,0.86,6.11
A-156072,4.4,7,0.862,4.7
A-156093,4.4,7,0.818,7.75
A-156096,4.4,7,0.625,6.57
A-156100,4.4,7,0.933,9.04
A-156109,4.4,7,0.878,5.93
A-156116,4.4,7,0.519,5.82
A-156130,4.4,7,0.558,4.32
A-156136,4.4,7,0.656,6.48
A-156138,4.4,7,0.68,4.03
A-156166,4.4,7,0.761,9.32
A-156168,4.4,7,0.667,9.88
A-156171,4.4,7,0.975,5.71
A-156178,4.4,7,0.559,9.35
A-156214,4.4,7,0.841,5.57
A-156219,4.4,7,0.712,8.74
A-156229,4.4,7,0.9,6.54
A-156233,4.4,7,0.666,5.04
A-156239,4.4,7,0.702,6.98
A-156243,4.4,7,0.859,6.03
A-156251,4.4,7,0.906,9.71
A-156260,4.4,7,0.88,6.44
A-156262,4.4,7,0.529,4.94
A-156264,4.4,7,0.883,7.79
A-156265,4.4,7,0.765,5.35
A-156280,4.4,7,0.522,8.58
A-156289,4.4,7,0.6,5.14
A-156298,4.4,7,0.505,4.28
A-156311,4.4,7,0.662,7.35
A-156319,4.4,7,0.578,7.08
A-156321,4.4,7,0.632,4.38
A-156328,4.4,7,0.929,7.91
A-156347,4.4,7,0.835,6.03
A-156349,4.4,7,0.715,9.97
A-156357,4.4,7,0.632,5.6
A-156390,4.4,7,0.687,8.28
A-156392,4.4,7,0.585,7.27
A-156395,4.4,7,0.785,8.02
A-156406,4.4,7,0.585,5.57
A-156422,4.4,7,0.598,6.59
A-156424,4.4,7,0.869,9.68
A-156426,4.4,7,0.571,9.66
A-156438,4.4,7,0.578,9.88
A-156444,4.4,7,0.739,6.57
A-156446,4.4,7,0.593,4.15
A-156447,4.4,7,0.64,6.8
A-156467,4.4,7,0.892,9.55
A-156477,4.4,7,0.508,7.18
A-156491,4.4,7,0.581,4.13
A-156497,4.4,7,0.912,8.39
A-156507,4.4,7,0.733,9.46
A-156519,4.4,7,0.928,6.43
A-156526,4.4,7,0.524,6.77
A-156542,4.4,7,0.504,6.36
A-156547,4.4,7,0.544,5.93
A-156549,4.4,7,0.909,5.42
A-156552,4.4,7,0.829,9.61
A-156555,4.4,7,0.889,8.73
A-156556,4.4,7,0.957,4.65
A-156562,4.4,7,0.651,7.67
A-156563,4.4,7,0.708,4.05
A-156566,4.4,7,0.958,8.38
A-156576,4.4,7,0.955,8.8
A-156579,4.4,7,0.926,6.18
A-156583,4.4,7,0.927,4.26
A-156584,4.4,7,0.818,5.53
A-156586,4.4,7,0.759,9.55
A-156596,4.4,7,0.551,7.4
A-156601,4.4,7,0.698,9.63
A-156610,4.4,7,0.782,5.42
A-156618,4.4,7,0.992,4.16
A-156620,4.4,7,0.938,5.45
A-156623,4.4,7,0.549,7.09
A-156624,4.4,7,0.615,7.81
A-156625,4.4,7,0.762,7.55
A-156631,4.4,7,0.849,9.82
A-156648,4.4,7,0.685,5.92
A-156672,4.4,7,0.927,9.22
A-156674,4.4,7,0.967,5.45
A-156681,4.4,7,0.917,7.65
A-156694,4.4,7,0.716,5.16
A-156697,4.4,7,0.91,4.46
A-156699,4.4,7,0.541,6.22
A-156700,4.4,7,0.769,7.9
A-156712,4.4,7,0.526,9.66
A-156728,4.4,7,0.881,9.03
A-156732,4.4,7,0.545,8.55
A-156740,4.4,7,0.551,5.27
A-156748,4.4,7,0.824,9.48
A-156752,4.4,7,0.635,9.98
A-156779,4.4,7,0.997,4.59
A-156810,4.4,7,0.978,5.89
A-156813,4.4,7,0.877,7.58
A-156821,4.4,7,0.83,6.36
A-156822,4.4,7,0.743,6.62
A-156824,4.4,7,0.665,9.3
A-156844,4.4,7,0.909,9.03
A-156846,4.4,7,0.998,7.78
A-156853,4.4,7,0.896,5.52
A-156867,4.4,7,0.853,4.24
A-156882,4.4,7,0.97,9.91
A-156890,4.4,7,0.525,7.37
A-156893,4.4,7,0.785,4.01
A-156901,4.4,7,0.9,6.84
A-156903,4.4,7,0.682,4.2
A-156916,4.4,7,0.667,9.85
A-156932,4.4,7,0.811,5.91
A-156935,4.4,7,0.554,9.43
A-156946,4.4,7,0.62,8.17
A-156947,4.4,7,0.954,8.69
A-156953,4.4,7,0.827,7.49
A-156960,4.4,7,0.576,5.93
A-156978,4.4,7,0.822,6.07
A-156980,4.4,7,0.587,5.29
A-156982,4.4,7,0.968,6.32
A-156983,4.4,7,0.906,6.9
A-156995,4.4,7,0.607,6.63
A-157045,4.4,7,0.933,9.72
A-157053,4.4,7,0.988,6.59
A-157062,4.4,7,0.994,4.34
A-157073,4.4,7,0.9,8.73
A-157099,4.4,7,0.946,6.12
A-157101,4.4,7,0.638,9.65
A-157110,4.4,7,0.9,8.07
A-157119,4.4,7,0.679,7.47
A-157125,4.4,7,0.853,4.76
A-157127,4.4,7,0.74,7.62
A-157137,4.4,7,0.552,6.09
A-157145,4.4,7,0.568,6.48
A-102530,1.2,7,0.841,5.21
A-102547,1.2,7,0.926,7.5
A-102565,1.2,7,0.869,9.69
A-102566,1.2,7,0.89,7.38
A-102570,1.2,7,0.852,9.41
A-102571,1.2,7,0.881,8.77
A-102576,1.2,7,0.77,5.38
A-102578,1.2,7,0.718,8.9
A-102587,1.2,7,0.682,9.75
A-102603,1.2,7,0.704,5.14
A-102604,1.2,7,0.798,5.17
A-102612,1.2,7,0.872,7.54
A-102613,1.2,7,0.661,5.59
A-102617,1.2,7,0.896,6.69
A-102619,1.2,7,0.701,4.76
A-102635,1.2,7,0.741,4.97
A-102645,1.2,7,0.881,7.37
A-102654,1.2,7,0.947,7.16
A-102657,1.2,7,0.697,5.68
A-102662,1.2,7,0.648,8.73
A-102669,1.2,7,0.738,9.77
A-102680,1.2,7,0.656,7.43
A-102683,1.2,7,0.98,6.9
A-102687,1.2,7,0.81,7.96
A-102694,1.2,7,0.607,6.35
A-102698,1.2,7,0.74,9.07
A-102714,1.2,7,0.903,6.04
A-102720,1.2,7,0.978,5.9
A-102725,1.2,7,0.821,6.01
A-102730,1.2,7,0.965,9.38
A-102735,1.2,7,0.582,4.7
A-102740,1.2,7,0.998,8.88
A-102745,1.2,7,0.712,6.61
